"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"1953-9","Бета-2-Мікроглобулін","Масова Концентрація","МоментЧасу","Сеча","Кількісно","","Хімія","Бета-2-Мікроглобулін Сеча-МасКнц","Бета-2-Мікроглобулін [Маса/об'єм] у сечі","B; B2 Microglob; b2-M; Chemistry; Hematology; Heme; II; Level; Mass concentration; Microglob; Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn","Бета-2-Мікроглобулін (Сеча) [Маса/об'єм]"
"19550-3","Метадон","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Метадон Сеча Пор ТокСкрин","Метадон [Наявність] у сечі методом токсикологічного скринінгу","Addiction; Dolophin; Dolophine; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; METD; Methadose; MTD; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UniversalLabOrders; UR; Urn","Метадон ТокСкрин Пор (Сеча)"
"19565-1","Метилендіоксиамфетамін","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Метилендіоксиамфетамін Сеча Пор ТокСкрин","Метилендіоксиамфетамін [Наявність] у сечі методом токсикологічного скринінгу","Addiction; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; MDA; Methylenedioxymethamphetamine metabolite; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UR; Urn","Метилендіоксиамфетамін ТокСкрин Пор (Сеча)"
"19593-3","6-Моноацетилморфін","Масова Концентрація","МоментЧасу","Сеча","Кількісно","Підтверджувальний тест","Наркотична токсикологія","6-Моноацетилморфін Сеча ПідтвердТест-МасКнц","6-Моноацетилморфін [Маса/об'єм] у сечі підтверджувальним методом","6 MAM; 6 mono acetyl morphine; 6-acetylmorphine; 6MAM; Acetylmorphine; Addiction; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Heroin metabolite; Illicit; Level; MAM; Mass concentration; Point in time; PotentialForAbuse; QNT; Quan; Quant; Quantitative; Random; UA; UniversalLabOrders; UR; Urn","6-Моноацетилморфін ПідтвердТест (Сеча) [Маса/об'єм]"
"19153-6","Об'єм зразка","Об'єм","ХХХ","Сеча","Кількісно","","Інформація про зразок","Об'єм Зразка Сеча","Об'єм сечі, зібраного протягом невизначеного часу","?Tm; AOEObservation; QNT; Quan; Quant; Quantitative; Spec; UA; UR; Urn; Vol; Volume","Об'єм зразка Невизнач час (Сеча)"
"19169-2","Карциноембріональний Антиген","Масова Концентрація","МоментЧасу","Плевральна рідина","Кількісно","","Хімія","Карциноембріональний Антиген ПлевРід-МасКнц","Карциноембріональний Антиген [Маса/об'єм] у плевральній рідині","Antigen; Antigens; CEA; Chemistry; Level; Mass concentration; Pleural; Pleural fluid; Point in time; QNT; Quan; Quant; Quantitative; Random; thoracentesis fluid; Tumor marker","Карциноембріональний Антиген (ПлевРід) [Маса/об'єм]"
"19270-8","Барбітурати","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Барбітурати Сеча Пор ТокСкрин","Барбітурати [Наявність] у сечі методом токсикологічного скринінгу","Addiction; Barb; Barbiturate; Barbs; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UniversalLabOrders; UR; Urn","Барбітурати ТокСкрин Пор (Сеча)"
"19483-7","Гідрокодон","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Підтверджувальний тест","Наркотична токсикологія","Гідрокодон Сеча Пор ПідтвердТест","Гідрокодон [Наявність] у сечі підтверджувальним методом","Addiction; Anexsia; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; Dihydrocodeinone; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Illicit; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; Urn; Vicodin","Гідрокодон ПідтвердТест Пор (Сеча)"
"19577-6","Метилфенідат","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Метилфенідат Сеча Пор ТокСкрин","Метилфенідат [Наявність] у сечі методом токсикологічного скринінгу","Addiction; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Me-phenidate; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Ritalin; Scn; Scr; Screen; Scrn; UA; UR; Urn","Метилфенідат ТокСкрин Пор (Сеча)"
"19532-1","Меперідин","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Меперідин Сеча Пор ТокСкрин","Меперідин [Наявність] у сечі методом токсикологічного скринінгу","Addiction; Algil; Alodan; Centralgine; Demerol; Dispadol; Dolantin; Dolosal; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Ordinal; Pethidine; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UR; Urn","Меперідин ТокСкрин Пор (Сеча)"
"19554-5","Метамфетамін","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Метамфетамін Сеча Пор ТокСкрин","Метамфетамін [Наявність] у сечі методом токсикологічного скринінгу","Addiction; Desoxyn; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Methamphet; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UR; Urn","Метамфетамін ТокСкрин Пор (Сеча)"
"19624-6","Нордіазепам","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Нордіазепам Сеча Пор ТокСкрин","Нордіазепам [Наявність] у сечі методом токсикологічного скринінгу","Calmday; Chlordiazepoxide metabolite; Desmethyldiazepam; Diazepam metabolite; Dimethyldiazepam; DRUG/TOXICOLOGY; Drugs; Madar; n-dimethyldiazepam; Nordaz; Nordazepam; Nordiaze; Ordinal; Point in time; PR; Praxadium; Prazepam metabolite; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; Stilny; Tranxilium N; UA; UR; Urn; Vegesan","Нордіазепам ТокСкрин Пор (Сеча)"
"1963-8","Бікарбонати","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Бікарбонати СвткПлаз-МолКнц","Бікарбонати [Молі/об'єм] у сироватці чи плазмі","BIC; bicar; Bicarb; Chemistry; HCO3; Level; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SBC; SBIC; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration","Бікарбонати [Молі/об'єм]"
"1964-6","Бікарбонати","Молярна Концентрація","МоментЧасу","Сеча","Кількісно","","Хімія","Бікарбонати Сеча-МолКнц","Бікарбонати [Молі/об'єм] у сечі","BIC; bicar; Bicarb; Chemistry; HCO3; Level; Point in time; QNT; Quan; Quant; Quantitative; Random; Substance concentration; UA; UR; Urn","Бікарбонати (Сеча) [Молі/об'єм]"
"19471-2","Флуоксетин","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Підтверджувальний тест","Наркотична токсикологія","Флуоксетин Сеча Пор ПідтвердТест","Флуоксетин [Наявність] у сечі підтверджувальним методом","Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; GCMS; Ordinal; Point in time; PR; Prozac; QL; Qual; Qualitative; Random; Screen; UA; UR; Urn","Флуоксетин ПідтвердТест Пор (Сеча)"
"19482-9","Гідрокодон","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Гідрокодон Сеча Пор ТокСкрин","Гідрокодон [Наявність] у сечі методом токсикологічного скринінгу","Addiction; Anexsia; Dihydrocodeinone; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UR; Urn; Vicodin","Гідрокодон ТокСкрин Пор (Сеча)"
"1951-3","Бета-2-Мікроглобулін","Масова Концентрація","МоментЧасу","Спинномозкова рідина","Кількісно","","Хімія","Бета-2-Мікроглобулін СМР-МасКнц","Бета-2-Мікроглобулін [Маса/об'єм] у спинномозковій рідині","B; B2 Microglob; b2-M; Cerebral spinal fluid; Cerebrospinal Fl; Chemistry; II; Level; Mass concentration; Microglob; Neuro; Neurology; Point in time; QNT; Quan; Quant; Quantitative; Random; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid","Бета-2-Мікроглобулін (СМР) [Маса/об'єм]"
