"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"23726-3","Wirus zakaźnego zapalenia otrzewnej kotów Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa zakaźnego zapalenia otrzewnej kotów Wirus zakaźnego zapalenia otrzewnej kotów",""
"23729-7","Wirus zakaźnego zapalenia otrzewnej kotów Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa zakażnego zapalenia otrzewnej kotów Wirus zakaźnego zapalenia otrzewnej kotów",""
"23698-4","Herpeswirus psów Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen Herpeswirua psów Herpeswirus psów",""
"23706-5","Parwowirus psi Ag","granica wykrywalności","punkt w czasie","kał","półilościowy","immunofluorescencja","MICRO","","","Antygen parwowirusa psiego Ludzki parwowirus Parwowirus psi",""
"23707-3","Parwowirus psi DNA","granica wykrywalności","punkt w czasie","kał","półilościowy","sonda","MICRO","","","DNA parwowirusa psiego Ludzki parwowirus Parwowirus psi",""
"23717-2","Koronawirus koci Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Koronawirus Przeciwciała do koronawirusa Przeciwciała do koronawirusa kociego",""
"23727-1","Wirus zakaźnego zapalenia otrzewnej kotów Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Przeciwciała do wirusa zakaźnego zapalenia otrzewnej kotów Wirus zakaźnego zapalenia otrzewnej kotów",""
"23733-9","Wirus białaczki kotów Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Przeciwciała do wirusa białaczki kotów Wirus białaczki kotów",""
"23736-2","Wirus białaczki kotów Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa białaczki kotów Wirus białaczki kotów",""
"23769-3","Świński wirus grypy typu A Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","MICRO","","","Antygen wirusa grypy typ A barwnik immunologiczny Wirus grypy Wirus grypy typ A",""
"23796-6","(Acer negundo+betula verrucosa+quercus alba+ulmus americana+juglans californica) Ab IgE","stężenie w jednostkach umownych","punkt w czasie","surowica","półilościowy","multidysk","alergia","","","Alergeny drzewne mieszanka 1 (klon jesionolistny (acer negundo), brzoza brodawkowata (betula verrucosa), dąb biały (Quercus alba), wiąz amerykański (Ulmus americana), orzech kalifornijski (Juglans californica)) IgE Przeciwciała IgE do mieszanki alergenów drzewnych 1 (klon jesionolistny (acer negundo), brzoza brodawkowata (betula verrucosa), dąb biały (quercus alba), wiąz amerykański (ulmus americana), orzech kalifornijski (juglans californica))",""
"23695-0","Wirus nosówki psiej Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen psiego wirusa nosówki Psi wirus nosówki",""
"23720-6","Herpeswirus koci 1 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen do Herpeswirusa kociego 1 Herpeswirus koci Herpeswirus koci 1",""
"23723-0","Koci wirus niedoboru odporności Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Koci wirus niedoboru odporności Przeciwciała do kociego wirusa niedoboru odporności",""
"23724-8","Koci wirus niedoboru odporności Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Koci wirus niedoboru odporności Przeciwciała do kociego wirusa niedoboru odporności",""
"23728-9","Wirus zakaźnego zapalenia otrzewnej kotów Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa zakaźnego zapalenia otrzewnej kotów Wirus zakaźnego zapalenia otrzewnej kotów",""
"23730-5","Wirus zakaźnego zapalenia otrzewnej kotów Ag","granica wykrywalności","punkt w czasie","tkanka jelita cienkiego","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa zakażnego zapalenia otrzewnej kotów Wirus zakaźnego zapalenia otrzewnej kotów",""
"23767-7","Cirkowirus świń Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","MICRO","","","barwnik immunologiczny",""
"23734-7","Wirus białaczki kotów Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa białaczki kotów Wirus białaczki kotów",""
"23765-1","Adenowirus świń Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Adenowirus Antygen Adenowirusa",""
"23766-9","Cirkowirus świń Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","",""
"23771-9","Parwowirus świński Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen parwowirusa świńskiego Ludzki parwowirus",""
"23774-3","Wirus wścieklizny rzekomej Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa wścieklizny rzekomej",""
"23781-8","Świński wirus grypy Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Wirus grypy Wykrywanie antygenu świńskiego wirusa grypy",""
"23785-9","Trypanosoma cruzi Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do Trypanosoma cruzi Trypanosoma cruzi",""
"23792-5","Wirus zachodniego zapalenia mózgu koni Ab","granica wykrywalności","punkt w czasie","XXX","półilościowy","","MICRO","","","Przeciwciała do wirusa zachodniego zapalenia mózgu koni Wirus zachodniego zapalenia mózgu koni",""
"23897-2","Mezotelialne komórki","granica wykrywalności","punkt w czasie","XXX","półilościowy","mikroskopia świetlna","morfologia krwi","","","Mezotelialne komórki",""
"23903-8","Monocyty+makrofagi/100 leukocytów","frakcja liczbowa","punkt w czasie","XXX","ilościowy","zliczanie ręczne","morfologia krwi","","","Leukocyty Makrofagi/100 leukocytów Monocyty Monocyty+makrofagi Monocyty+makrofagi/100 leukocytów",""
"23968-1","Wirus dengi Ab.IgM","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","MICRO","","","IgM Przeciwciała do wirusa dengi Przeciwciała IgM do wirusa dengi Wirus dengi",""
"24003-6","Brucella sp zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","szpik kostny","cecha","hodowla specyficzna dla organizmu","MICRO","","","Brucella sp. Brucella sp. zidentyfikowano wykryty",""
"24036-6","Borrelia sp Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","immunofluorescencja","MICRO","","","Borrelia sp.",""
"24043-2","AcetyloCoA:acetylotransferaza glukozaminowa","zawartość katalityczna","punkt w czasie","fibroblasty","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Acetylotransferaza glukozaminowa acetylokoenzymu A Glukozamina",""
"24007-7","Wirus Epsteina Barr antygen wczzesny Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","MICRO","","","Antygen wczesny wirusa Epsteina-Barr IgG Przeciwciała do antygenu wczesnego wirusa Epsteina-Barr Przeciwciała IgG do antygenu wczesnego wirusa Epsteina-Barr Wirus Epsteina-Barr",""
"23821-2","Aspergillus fumigatus Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunodyfuzja","MICRO","","","Aspergillus fumigatus Przeciwciała do Aspergillus fumigatus",""
"23823-8","Bazofile/100 leukocytów","frakcja liczbowa","punkt w czasie","XXX","ilościowy","zliczanie ręczne","morfologia krwi","","","Bazofile Bazofile/100 leukocytów Leukocyty",""
"23982-2","Borrelia burgdorferi Ab.IgM","granica wykrywalności","punkt w czasie","płyn ustrojowy","półilościowy","immunoblotting","MICRO","","","Borrelia burgdorferi IgM",""
"23991-3","Wirus dengi Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","MICRO","","","IgG Przeciwciała do wirusa dengi Przeciwciała IgG do wirusa dengi PrzeciwciałaIgG do wirusa dengi Wirus dengi",""
"24030-9","Toxocara canis Ab.IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","IgM Przeciwciała do Toxocara canis Przeciwciała IgM do Toxocara canis Toxocara canis",""
"24058-0","Aspartyloglukozoaminidaza","zawartość katalityczna","punkt w czasie","fibroblasty","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Aspartyloglukozoaminidaza",""
"24059-8","Aspartyloglukozoaminidaza","zawartość katalityczna","punkt w czasie","leukocyty","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Aspartyloglukozoaminidaza",""
"24092-9","Alfa-N-acetylglukozaminidaza","zawartość katalityczna","punkt w czasie","leukocyty","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Alfa-N-acetyloglukozaminidaza",""
"24097-8","N-Acetylo-6-sulfataza glukozaminy","zawartość katalityczna","punkt w czasie","fibroblasty","ilościowy","","badania biochemiczne - testy bez obciążenia","","","N-Acetylo-6-sulfataza glukozaminy",""
"24105-9","Komórki chłoniaka/100 leukocytów","stężenie liczbowe","punkt w czasie","krew","ilościowy","zliczanie ręczne","morfologia krwi","","","Komórki chłoniaka/100 leukocytów koncentracja",""
"24090-3","Alfa-N-acetylglukozaminidaza","stężenie katalityczne","punkt w czasie","surowica lub osocze","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Alfa-N-acetyloglukozaminidaza",""
"24114-1","Wirus Epsteina Barr antygen kapsydowy Ab.IgG","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Antygen kapsydowy wirusa Epsteina-Barr IgG Przeciwciała do antygenu kapsydowego wirusa Epsteina-Barr Przeciwciała IgG do antygenu kaspydowego wirusa Epsteina-Barr Wirus Epsteina-Barr",""
"24115-8","Wirus Epsteina Barr antygen kapsydowy Ab.IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Antygen kapsydowy wirusa Epsteina-Barr IgM Przeciwciała do antygenu kapsydowego wirusa Epsteina-Barr Przeciwciała IgM do antygenu kaspydowego wirusa Epsteina-Barr Wirus Epsteina-Barr",""
"24118-2","Wirus lasu Barmah Ab.IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","IgM Przeciwciała do wirusa lasu Barmah Przeciwciała IgM do wirusa wirus lasu Barmah Wirus lasu Barmah",""
"24120-8","Wirus Rzeki Ross Ab.IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","IgM Przeciwciała do wirusa gorączki Rzeki Ross Przeciwciała igM do wirusa gorączki Rzeki Ross Wirus gorączki Rzeki Ross",""
"24122-4","Leukocyty","stężenie liczbowe","punkt w czasie","mocz","ilościowy","zliczanie ręczne","badanie moczu","","","koncentracja Leukocyty",""
"24315-4","Wirus cytomegalii Ab. IgG&IgM panel","-","punkt w czasie","surowica lub osocze","ilościowy","","panele mikrobiologiczne","","","Cytomegalowirus IgG IgM Przecwciała do cytomegalowirusa Przecwciała IgG do cytomegalowirusa Przecwciała IgG i IgM do cytomegalowirusa panel",""
"24117-4","Wirus Rzeki Ross Ab.IgG","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","IgG Przeciwciała do wirusa gorączki Rzeki Ross Przeciwciała IgG do wirusa gorączki Rzeki Ross Wirus gorączki Rzeki Ross",""
"24123-2","Komórki nabłonka","stężenie liczbowe","punkt w czasie","mocz","ilościowy","zliczanie ręczne","badanie moczu","","","koncentracja",""
"24134-9","(Acer negundo+betula verrucosa+fagus grandifolia+quercus alba+juglans californica) Ab IgE","stężenie w jednostkach umownych","punkt w czasie","surowica","półilościowy","multidysk","alergia","","","Alergeny drzewne mieszanka 6 (klon jesionolistny (acer negundo), brzoza brodawkowata (betula verrucosa), buk wielkolistny (Fagus grandifolia), dąb biały (Quercus alba), orzech kalifornijski (Juglans californica)) IgE Przeciwciała IgE do mieszanki alergenów drzewnych 6 (klon jesionolistny (acer negundo), brzoza brodawkowata (betula verrucosa), buk wielkolistny (fagus grandifolia), dąb biały (quercus alba), orzech kalifornijski (juglans californica))",""
"24162-0","Aspergillus fumigatus Ab.IgG.klasa RAST","granica wykrywalności","punkt w czasie","surowica","półilościowy","","alergia","","","Aspergillus fumigatus IgG Przeciwciała do Aspergillus fumigatus Przeciwciała IgG do Aspergillus fumigatus Przeciwciała IgG klasy RAST do Aspergillus fumigatus",""
"24009-3","Grzyb zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","wydzielina oskrzelowa","cecha","hodowla","MICRO","","","Grzyb wykryty",""
"24012-7","HIV 1 Ag","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Antygen HIV1 Ludzki wirus niedoboru odporności typu 1",""
"24015-0","Influenza wirus A+B Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","","MICRO","","","Antygen A,B Antygen B Antygeny wirusa grypy typu A i B Wirus grypy Wirus grypy typ A Wirus grypy typ A i B Wirus grypy typu A i B",""
"24029-1","Toxocara canis Ab.IgG","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","IgG Przeciwciała do Toxocara canis Przeciwciała IgG do Toxocara canis Toxocara canis",""
"24098-6","N-Acetylo-6-sulfataza glukozaminy","zawartość katalityczna","punkt w czasie","leukocyty","ilościowy","","badania biochemiczne - testy bez obciążenia","","","N-Acetylo-6-sulfataza glukozaminy",""
"24104-2","Komórki chłoniaka/100 leukocytów/100 leukocytów","frakcja liczbowa","punkt w czasie","krew","ilościowy","zliczanie ręczne","morfologia krwi","","","Komórki chłoniaka/100 leukocytów Leukocyty",""
"24107-5","Komórki włochate","stężenie liczbowe","punkt w czasie","krew","ilościowy","zliczanie ręczne","morfologia krwi","","","koncentracja",""
"24119-0","Wirus cytomegalii Ab.IgM","granica wykrywalności","punkt w czasie","surowica lub osocze","półilościowy","metoda immunologiczna","MICRO","","","Cytomegalowirus IgM Przecwciała do cytomegalowirusa Przecwciała IgM do cytomegalowirusa",""
"24126-5","Adenowirus typ","wykrycie lub identyfikacja","punkt w czasie","XXX","cecha","test neutralizacji","MICRO","","","Adenowirus Adenowirus typ",""
"24157-0","Quercus virginiana Ab IgE","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","alergia","","","Dąb wirginijski (Quercus virginiana) IgE",""
"23085-4","Herpeswirus koński 1+4 Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Herpeswirus koński Herpeswirus koński typu 1 Herpeswirus koński typu 1+4 Przeciwciała do Herpeswirusa końskiego typu 1 i 4 Przeciwciała neutralizujące do Herpeswirusa końskiego typu 1 i 4",""
"23087-0","Herpeswirus koński 1+4 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Herpeswirus koński Herpeswirus koński typu 1 Herpeswirus koński typu 1+4 Przeciwciała do Herpeswirusa końskiego typu 1 i 4",""
"23100-1","Wirus końskiej grypy A1 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Przeciwciała do antygenu A1 Przeciwciała do wirusa końskiej grypy typu A1 Wirus grypy Wirus końskiej grypy Wirus końskiej grypy typu A1",""
