"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","86770-5","Resumption of therapy","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86771-3","Date therapy regimen resumed","Date","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","86771-3","Date therapy regimen resumed","Date","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","86772-1","Previous rehabilitation therapy regimen (speech, occupational, &or physical therapy) ended, & regimen now resumed at exactly the same level for each discipline","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","86772-1","Previous rehabilitation therapy regimen (speech, occupational, &or physical therapy) ended, & regimen now resumed at exactly the same level for each discipline","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","86773-9","Restorative nursing programs","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86773-9","Restorative nursing programs","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86794-5","MDS v3.0 - RAI v1.14.1 - Participation in assessment and goal setting","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86794-5","MDS v3.0 - RAI v1.14.1 - Participation in assessment and goal setting","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86795-2","Clinical record documents a request that questions regarding possible return to the community be asked only on comprehensive assessments","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","86795-2","Clinical record documents a request that questions regarding possible return to the community be asked only on comprehensive assessments","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","86796-0","Resident's preference regarding being asked about returning to the community","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86796-0","Resident's preference regarding being asked about returning to the community","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86797-8","Resident (or legally authorized representative) wants to be asked about returning to the community on all assessments","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","86797-8","Resident (or legally authorized representative) wants to be asked about returning to the community on all assessments","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","86798-6","Information source for preference on return to community queries","Type","Pt","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"CHANGED","86798-6","Information source for preference on return to community queries","Type","RptPeriod","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"BEFORE","86809-1","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Identification information - NP, NQ","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86809-1","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Identification information - NP, NQ","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86810-9","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Identification information - NS, SS","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86810-9","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Identification information - NS, SS","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86811-7","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Identification information - NO, NSD, ND, NOD, SP, SO, SSD, SD, SOD, NPE","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86811-7","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Identification information - NO, NSD, ND, NOD, SP, SO, SSD, SD, SOD, NPE","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86812-5","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Identification information - NT, ST","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86812-5","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Identification information - NT, ST","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86813-3","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Hearing, speech, and vision - NO, NOD, SO, SOD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86813-3","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Hearing, speech, and vision - NO, NOD, SO, SOD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86815-8","MDS v3.0 - RAI v1.17.2 - Behavior - NP, NQ, ND, SD, SP, IPA, OSA","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86815-8","MDS v3.0 - RAI v1.17.2 - Behavior - NP, NQ, ND, SD, SP, IPA, OSA","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86818-2","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Functional status - NSD, NOD, SSD, SOD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86818-2","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Functional status - NSD, NOD, SSD, SOD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86820-8","MDS v3.0 - RAI v1.14.1 - Bladder and bowel - NP, NQ, NSD, NOD, SP, SSD, SOD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86820-8","MDS v3.0 - RAI v1.14.1 - Bladder and bowel - NP, NQ, NSD, NOD, SP, SSD, SOD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86821-6","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Active diagnoses - NO, SO","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86821-6","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Active diagnoses - NO, SO","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86822-4","MDS v3.0 - RAI v1.17.2 - Health conditions - ND, SD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86822-4","MDS v3.0 - RAI v1.17.2 - Health conditions - ND, SD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86824-0","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Swallowing &or nutritional status - NO, SO","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86824-0","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Swallowing &or nutritional status - NO, SO","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86825-7","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Swallowing &or nutritional status - NSD, ND, SSD, SD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86825-7","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Swallowing &or nutritional status - NSD, ND, SSD, SD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86826-5","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Swallowing &or nutritional status - NOD, SP, SOD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86826-5","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Swallowing &or nutritional status - NOD, SP, SOD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86827-3","MDS v3.0 - RAI v1.14.1 - Skin conditions - NO, SO","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86827-3","MDS v3.0 - RAI v1.14.1 - Skin conditions - NO, SO","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86828-1","MDS v3.0 - RAI v1.14.1, v1.15.1 - Skin conditions - NSD, ND, SSD, SD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86828-1","MDS v3.0 - RAI v1.14.1, v1.15.1 - Skin conditions - NSD, ND, SSD, SD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86829-9","MDS v3.0 - RAI v1.14.1 - Skin conditions - NOD, SOD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86829-9","MDS v3.0 - RAI v1.14.1 - Skin conditions - NOD, SOD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86830-7","MDS v3.0 - RAI v1.17.2 - Skin conditions - NPE","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86830-7","MDS v3.0 - RAI v1.17.2 - Skin conditions - NPE","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86831-5","MDS v3.0 - RAI v1.17.2 - Medications - OSA","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86831-5","MDS v3.0 - RAI v1.17.2 - Medications - OSA","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86832-3","MDS v3.0 - RAI v1.14.1 - Medications - NSD, ND, SSD, SD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86832-3","MDS v3.0 - RAI v1.14.1 - Medications - NSD, ND, SSD, SD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86834-9","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - NP, NQ","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86834-9","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - NP, NQ","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86835-6","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - NS, SS","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86835-6","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - NS, SS","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86836-4","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - NO, SO","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86836-4","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - NO, SO","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86837-2","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - NSD, SSD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86837-2","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - NSD, SSD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86838-0","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - ND, SD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86838-0","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - ND, SD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86839-8","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - NOD, SOD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86839-8","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - NOD, SOD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86840-6","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - SP","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86840-6","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Special treatments, procedures, and programs - SP","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86841-4","MDS v3.0 - RAI v1.17.2 - Therapies - NP, NQ","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86841-4","MDS v3.0 - RAI v1.17.2 - Therapies - NP, NQ","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86842-2","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Therapies - NS, NSD, SS, SSD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86842-2","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Therapies - NS, NSD, SS, SSD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86845-5","MDS v3.0 - RAI v1.17.2 - Therapies - ND","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86845-5","MDS v3.0 - RAI v1.17.2 - Therapies - ND","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86846-3","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Therapies - NOD, SOD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86846-3","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Therapies - NOD, SOD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86847-1","MDS v3.0 - RAI v1.17.2 - Therapies - SP","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86847-1","MDS v3.0 - RAI v1.17.2 - Therapies - SP","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86848-9","MDS v3.0 - RAI v1.17.2 - Occupational therapy - ND","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86848-9","MDS v3.0 - RAI v1.17.2 - Occupational therapy - ND","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86849-7","MDS v3.0 - RAI v1.17.2 - Respiratory therapy - NP, NQ, SP, IPA, OSA","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86849-7","MDS v3.0 - RAI v1.17.2 - Respiratory therapy - NP, NQ, SP, IPA, OSA","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86850-5","MDS v3.0 - RAI v1.17.2 - Psychological therapy - NP, NQ","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86850-5","MDS v3.0 - RAI v1.17.2 - Psychological therapy - NP, NQ","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86851-3","Invasive mechanical ventilator liberation status at discharge","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","86851-3","Invasive mechanical ventilator liberation status at discharge","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","86852-1","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Participation in assessment and goal setting - NS, NO, SS, SO","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86852-1","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Participation in assessment and goal setting - NS, NO, SS, SO","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86853-9","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Participation in assessment and goal setting - NSD, NOD, SSD, SOD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86853-9","MDS v3.0 - RAI v1.14.1, v1.15.1, v1.16.1 - Participation in assessment and goal setting - NSD, NOD, SSD, SOD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86854-7","MDS v3.0 - RAI v1.17.2 - Participation in assessment and goal setting - ND, SD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86854-7","MDS v3.0 - RAI v1.17.2 - Participation in assessment and goal setting - ND, SD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86855-4","MDS v3.0 - RAI v1.17.2 - Speech-language pathology and audiology services - ND","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86855-4","MDS v3.0 - RAI v1.17.2 - Speech-language pathology and audiology services - ND","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86866-1","MDS v3.0 - RAI v1.17.2 - Urinary toileting program - NP, NQ, SP","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86866-1","MDS v3.0 - RAI v1.17.2 - Urinary toileting program - NP, NQ, SP","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86867-9","MDS v3.0 - RAI v1.14.1, v1.15.1 - Health conditions - NP, NQ, SP","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86867-9","MDS v3.0 - RAI v1.14.1, v1.15.1 - Health conditions - NP, NQ, SP","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86868-7","MDS v3.0 - RAI v1.17.2 - Other health conditions - NP, NQ, SP","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86868-7","MDS v3.0 - RAI v1.17.2 - Other health conditions - NP, NQ, SP","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86878-6","MDS v3.0 - RAI v1.14.1 - Bladder and bowel - NS, NO, SS, SO","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86878-6","MDS v3.0 - RAI v1.14.1 - Bladder and bowel - NS, NO, SS, SO","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86879-4","MDS v3.0 - RAI v1.16.1 - Bladder and bowel - ND, SD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86879-4","MDS v3.0 - RAI v1.16.1 - Bladder and bowel - ND, SD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86882-8","MDS v3.0 - RAI v1.16.1 - Cognitive patterns - ND, SD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86882-8","MDS v3.0 - RAI v1.16.1 - Cognitive patterns - ND, SD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86883-6","MDS v3.0 - RAI v1.14.1, v1.15.1 - Cognitive patterns - NO, SO","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86883-6","MDS v3.0 - RAI v1.14.1, v1.15.1 - Cognitive patterns - NO, SO","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86888-5","MDS v3.0 - RAI v1.17.2 - Health conditions - OSA","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86888-5","MDS v3.0 - RAI v1.17.2 - Health conditions - OSA","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86890-1","MDS v3.0 - RAI v1.17.2 - Other health conditions - ND, SD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86890-1","MDS v3.0 - RAI v1.17.2 - Other health conditions - ND, SD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","86892-7","MDS v3.0 - RAI v1.17.2 - Current number of unhealed pressure injuries at each stage - IPA","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","86892-7","MDS v3.0 - RAI v1.17.2 - Current number of unhealed pressure injuries at each stage - IPA","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
